,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,beta,bookValuePerShare,currentRatio,divGrowthRate3Year,dividendAmount,dividendDate,dividendPayAmount,dividendPayDate,dividendYield,epsChange,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,high52,interestCoverage,low52,ltDebtToEquity,marketCap,marketCapFloat,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeIn,revChangeTTM,revChangeYear,sharesOutstanding,shortIntDayToCover,shortIntToFloat,symbol,totalDebtToCapital,totalDebtToEquity,vol10DayAvg,vol1DayAvg,vol3MonthAvg
DXC,DXC Technology,reports,Information Technology,IT Consulting & Other Services,"Tysons Corner, Virginia",2017-04-04,0001688568,2017,2.43434,0.0,1.10097,0.0,0.0, ,0.21,2020-01-14 00:00:00.000,0.0,0.0,0.0,1240.596,0.0,22.27146,21.26218,37.75,3.44444,14.0,96.26879,9491.264,251.3193,25.72295,0.0,47.38806,0.0,1.67704,0.0,0.0,0.0,0.52268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254593993.0,0.0,0.0,DXC,50.99722,110.3271,2590670.0,2590670.0,49367720.0
EMN,Eastman Chemical,reports,Materials,Diversified Chemicals,"Kingsport, Tennessee",1994-01-01,0000915389,1920,1.51407,10.70489,1.88343,0.0,2.76,2021-06-14 00:00:00.000,0.69,2021-07-02 00:00:00.000,2.21,0.0,0.0,5.3526,3.6048,24.82358,23.09918,130.09,8.20833,64.56,83.42692,17041.31,135.681,11.49855,5.8558,16.14778,8.80685,2.72917,15.63423,34.62883,0.0,1.97215,1.1369,3.09859,8.0,3.59273,10.20128,0.0,0.0,136516171.0,0.0,0.0,EMN,46.64359,88.62506,851635.0,851630.0,18555680.0
ETN,Eaton Corporation,reports,Industrials,Electrical Components & Equipment,"Dublin, Ireland",0001551182,1911,,1.14436,2.52966,1.50509,0.0,3.04,2021-05-13 00:00:00.000,0.76,2021-05-28 00:00:00.000,2.12,0.0,0.0,7.22713,3.5618,32.13981,30.80345,149.375,16.38462,77.06,57.8993,57156.86,397.7152,9.78261,8.08513,12.29753,10.23028,3.81173,25.33549,40.26897,0.0,3.21811,1.14056,4.42357,9.78112,5.38685,0.10668,0.0,0.0,398500000.0,0.0,0.0,ETN,40.31752,67.74258,1851990.0,1851990.0,47826280.0
EBAY,eBay Inc.,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"San Jose, California",2002-07-22,0001065088,1995,1.13371,0.0,1.30429,0.0,0.72,2021-05-28 00:00:00.000,0.18,2021-06-18 00:00:00.000,1.18,0.0,112.318,44.21182,3.84043,72.77539,74.97537,65.11,8.23077,42.21,155.305,41570.59,656.4401,18.82236,24.00358,27.85313,26.7622,11.02245,12.66624,15.88885,0.141463,3.72329,0.0,14.23261,91.07901,19.24112,5.40446,33.68056,0.0,681261636.0,0.0,0.0,EBAY,65.08289,186.3926,8504108.0,8504110.0,160872190.0
ECL,Ecolab Inc.,reports,Materials,Specialty Chemicals,"St. Paul, Minnesota",1989-01-31,0000031462,1923,0.99766,0.0,1.80562,0.0,1.92,2021-06-14 00:00:00.000,0.48,2021-07-15 00:00:00.000,0.9,0.0,0.0,0.0,3.02314,41.33795,41.21291,231.36,6.37718,181.25,106.2537,61259.23,284.6293,6.81109,7.59357,10.30503,10.57951,9.73431,36.82993,70.86671,0.0,5.25623,1.33336,4.36523,11.49897,5.30388,0.0,0.0,0.0,286078114.0,0.0,0.0,ECL,51.49652,106.6399,1212958.0,1212960.0,21638970.0
EIX,Edison Int'l,reports,Utilities,Electric Utilities,"Rosemead, California",1957-03-04,0000827052,1886,0.60543,0.48245,0.56102,0.0,2.65,2021-03-30 00:00:00.000,0.6625,2021-04-30 00:00:00.000,4.56,0.0,0.0,35.57036,2.14963,37.26351,37.48182,66.68,2.08295,48.47,117.0818,22071.91,379.2309,9.7973,6.89555,13.47973,9.55775,1.56703,7.65058,27.06047,0.0,1.60546,0.51722,1.3887,5.9411,1.56972,0.0,11.65435,0.0,379438053.0,0.0,0.0,EIX,57.80435,136.9912,1629141.0,1629140.0,42986160.0
EW,Edwards Lifesciences,reports,Health Care,Health Care Equipment,"Irvine, California",2011-04-01,0001099800,1958,1.0884,13.59648,3.8413,0.0,0.0, ,0.0, ,0.0,0.0,0.0,9.54299,1.33726,75.88361,75.21568,98.11,0.0,66.23,12.77692,58558.18,617.1211,27.79878,19.02016,31.52228,20.62939,12.57375,60.61296,70.44255,0.0,13.08797,2.88023,12.80681,19.88434,14.49263,2.08945,0.0,0.0,621636777.0,0.0,0.0,EW,11.32937,12.77692,2222244.0,2222240.0,57772530.0
EA,Electronic Arts,reports,Communication Services,Interactive Home Entertainment,"Redwood City, California",2002-07-22,0000712515,1982,0.89284,19.29365,2.43354,0.0,0.68,2021-06-01 00:00:00.000,0.0,2021-06-01 00:00:00.000,0.48,0.0,0.0,0.0,2.86607,76.30015,73.45887,150.3,19.3,110.15,23.92857,40316.54,286.4548,5.64636,14.86943,13.00149,18.58234,5.14242,39.60367,48.90669,0.0,7.16229,0.0,6.86066,10.94046,8.91754,0.0,1.66155,0.0,287626027.0,0.0,0.0,EA,19.30836,23.92857,2911620.0,2911620.0,51509070.0
EMR,Emerson Electric Company,reports,Industrials,Electrical Components & Equipment,"Ferguson, Missouri",1965-03-31,0000032604,1890,1.54014,2.62912,1.26486,0.0,2.02,2021-05-13 00:00:00.000,0.505,2021-06-10 00:00:00.000,2.16,0.0,0.0,9.98759,3.53758,42.02212,41.52016,96.9,20.84211,55.36,63.77875,56161.91,595.4122,12.81878,12.64065,17.49041,15.74074,6.15136,18.28187,26.4729,0.0,3.29125,0.94455,9.47903,25.56617,13.83535,6.48882,0.0,0.0,599700000.0,0.0,0.0,EMR,44.22504,79.72618,2564104.0,2564100.0,61914400.0
ENPH,Enphase Energy,reports,Information Technology,Electronic Components,"Fremont, California",2021-01-07,0001463101,2006,1.15103,32.91854,5.2003,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.61383,40.74478,44.59451,229.04,8.46003,37.81,125.2486,19307.24,127.2132,10.50458,11.1134,1.66261,16.85484,26.34421,165.6222,231.7906,0.0,22.17607,5.09905,6.00046,18.44663,7.31099,13.93866,19.30939,0.0,135698889.0,0.0,0.0,ENPH,57.76303,136.7594,3760682.0,3760680.0,78061550.0
ETR,Entergy Corp.,reports,Utilities,Electric Utilities,"New Orleans, Louisiana",1957-03-04,0000065984,1913,0.54674,0.7921,1.06132,0.0,3.8,2021-05-05 00:00:00.000,0.95,2021-06-01 00:00:00.000,3.56,0.0,43.71253,180.0468,7.97491,37.17039,38.79087,113.36,9.03975,85.78,213.5942,21398.38,200.0541,11.92142,15.40651,17.8568,17.8272,1.94201,5.52372,13.37194,0.305906,2.03188,0.81334,2.91758,15.10451,3.22268,20.03019,0.0,0.0,200659948.0,0.0,0.0,ETR,69.53929,228.2918,1103822.0,1103820.0,30067090.0
EOG,EOG Resources,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2000-11-02,0000821189,1999,2.14138,8.12636,1.86926,0.0,1.65,2021-07-15 00:00:00.000,0.4125,2021-07-30 00:00:00.000,2.06,0.0,0.0,6767.12,0.09878,60.67568,53.87168,86.6,20.89362,31.22,24.53521,46729.26,581.4952,18.2973,0.62132,25.18919,3.27852,2.25073,13.89549,810.5892,0.0,4.6369,1.69958,0.16968,0.29652,0.1892,24.53309,0.0,0.0,583605122.0,0.0,0.0,EOG,19.82236,24.72305,4002010.0,4002010.0,93393220.0
EFX,Equifax Inc.,reports,Industrials,Research & Consulting Services,"Atlanta, Georgia",1997-06-19,0000033185,1899,1.40832,5.96744,0.71102,0.0,1.56,2021-05-24 00:00:00.000,0.39,2021-06-15 00:00:00.000,0.66,0.0,124.5211,78.16927,4.95069,60.15664,58.77467,242.13,8.24194,135.98,98.82761,28859.32,121.1871,16.72712,14.02396,25.27617,19.33143,8.69763,27.84842,47.89837,0.384661,6.58513,0.0,7.10841,21.35507,8.95631,8.45851,21.08361,0.0,121702526.0,0.0,0.0,EFX,56.60941,131.9982,602119.0,602120.0,16824520.0
EQIX,Equinix,reports,Real Estate,Specialized REITs,"Redwood City, California",2015-03-20,0001101239,1998,0.27894,21.96302,1.55418,0.0,11.48,2021-05-18 00:00:00.000,2.87,2021-06-16 00:00:00.000,1.58,0.0,0.0,26.20904,4.56933,49.17391,48.79283,839.77,3.37895,586.73,121.2739,64965.14,89.23464,9.77868,6.62092,17.83162,15.36056,6.14184,34.37838,158.7147,0.0,10.56332,0.0,1.59972,4.23301,1.72408,2.04262,8.97681,0.0,89579906.0,0.0,0.0,EQIX,55.52825,124.86,413185.0,413180.0,11465080.0
EQR,Equity Residential,reports,Real Estate,Residential REITs,"Chicago, Illinois",2001-12-03,0000906107,1969,0.78837,0.0,0.0,0.0,2.41,2021-03-26 00:00:00.000,0.6025,2021-04-09 00:00:00.000,3.21,0.0,0.0,0.0,1.79794,58.72604,62.93602,76.13,1.99132,45.425,73.75619,28050.4,367.8949,10.37061,27.90235,22.68399,41.47423,2.72136,18.71007,41.71441,0.0,11.2788,0.0,3.37776,6.35012,3.67935,0.0,0.0,0.0,374005379.0,0.0,0.0,EQR,42.30444,77.92256,1825279.0,1825280.0,49378930.0
ESS,"Essex Property Trust, Inc.",reports,Real Estate,Residential REITs,"San Mateo, California",2014-04-02,0000920522,1971,0.74722,0.0,0.0,0.0,8.36,2021-06-29 00:00:00.000,2.09,2021-07-15 00:00:00.000,2.9,0.0,0.0,0.0,6.47455,68.89011,69.57599,300.735,5.58971,186.3,101.1872,18727.49,64.27351,49.82724,30.68318,54.87195,36.49378,3.10821,19.30587,44.50039,0.0,12.84018,0.0,3.41081,6.89294,3.59109,0.0,0.0,0.0,64998910.0,0.0,0.0,ESS,49.39021,101.1872,286923.0,286920.0,8797250.0
EL,Estée Lauder Companies,reports,Consumer Staples,Personal Products,"New York, New York",2006-01-05,0001001250,1946,0.94974,2.34912,2.11603,0.0,2.12,2021-05-27 00:00:00.000,0.53,2021-06-15 00:00:00.000,0.71,0.0,5.90158,7517.587,3.75114,75.69876,75.42321,318.34,22.94118,176.89,99.25832,107575.4,229.9724,11.853,9.52478,15.94203,12.51615,19.46304,52.73304,79.10928,13.404763,7.31358,1.70541,7.323,28.20331,10.25397,0.0,0.0,0.0,231894845.0,0.0,0.0,EL,51.73671,107.7786,1113573.0,1113570.0,29424600.0
ETSY,Etsy,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Brooklyn, New York",2020-09-21,0001370637,2005,1.56726,14.97809,4.43424,0.0,0.0, ,0.0, ,0.0,0.0,485.1964,882.0667,3.45301,74.04558,74.35593,251.86,0.0,69.35,196.759,21297.31,126.3088,26.10861,23.65048,27.35641,25.99462,31.06902,39.4016,48.52578,0.100013,10.39798,0.0,24.12984,88.97628,28.25258,0.0,133.5227,0.0,127102598.0,0.0,0.0,ETSY,66.44548,198.0224,3108545.0,3108550.0,75413840.0
EVRG,Evergy,reports,Utilities,Electric Utilities,"Kansas City, Missouri",2018-06-05,0001711269,1909,0.3687,8.27718,0.61703,0.0,2.14,2021-05-20 00:00:00.000,0.535,2021-06-21 00:00:00.000,3.42,0.0,19.6502,175.9646,3.25433,0.0,0.0,65.43,3.51515,48.61,103.2284,14336.1,228.6431,11.94863,13.76142,19.70966,23.37204,1.6118,8.52122,19.2144,0.977822,2.65061,0.46529,2.74625,8.54316,3.06306,47.28618,7.15191,0.0,229267502.0,0.0,0.0,EVRG,56.19992,128.1367,1386393.0,1386390.0,34190190.0
ES,Eversource Energy,reports,Utilities,Multi-Utilities,"Hartford, Connecticut",0000072741,1966,,0.31004,4.58984,0.56814,0.0,2.41,2021-05-19 00:00:00.000,0.6025,2021-06-30 00:00:00.000,2.87,0.0,26.68395,5.75663,3.60578,0.0,0.0,96.66,4.77363,75.91,106.0393,28882.07,342.2457,13.02349,13.29748,20.72191,21.75328,2.02898,12.77995,23.32089,0.873967,3.0871,0.51251,2.82209,9.0117,3.14032,26.33783,10.38178,0.0,343466162.0,0.0,0.0,ES,56.09608,127.7701,1727494.0,1727490.0,32683280.0
RE,Everest Re Group Ltd.,reports,Financials,Reinsurance,"Hamilton, Bermuda",2017-06-19,0001095073,1973,0.6571,6.42013,0.0,0.0,6.2,2021-05-25 00:00:00.000,1.55,2021-06-09 00:00:00.000,2.35,0.0,33.43513,2430.838,20.89055,0.0,0.0,281.27,24.8567,192.09,19.73149,10593.67,39.46215,12.45956,8.08795,14.16786,10.10095,1.09402,0.0,12.65117,0.37838,1.02257,0.0,2.75544,9.05933,0.0,0.0,25.34151,0.0,40083525.0,0.0,0.0,RE,16.47978,19.73149,296416.0,296420.0,5906920.0
EXC,Exelon Corp.,reports,Utilities,Multi-Utilities,"Chicago, Illinois",1957-03-04,0001109357,2000,0.4288,3.40065,0.95707,0.0,1.53,2021-05-13 00:00:00.000,0.3825,2021-06-10 00:00:00.000,3.34,0.0,0.0,0.0,1.11713,23.76138,30.29931,46.365,0.34974,33.965,114.4401,44793.71,974.5106,0.0,3.85617,0.0,4.336,1.3989,5.22619,41.03372,0.0,1.31056,0.83689,1.03504,3.3862,1.17212,21.88809,1.4003,0.0,977175235.0,0.0,0.0,EXC,55.06417,131.3353,7382309.0,7382310.0,124623020.0
EXPE,Expedia Group,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2007-10-02,0001324424,1996,1.7761,0.0,1.00707,0.0,0.0, ,0.34,2019-12-12 00:00:00.000,0.0,0.0,0.0,54.81867,0.0,75.04013,67.84703,187.93,0.0,74.81,379.3814,24699.88,118.1037,0.0,0.0,0.0,0.0,20.41533,0.0,0.0,0.0,5.83094,0.0,0.0,0.0,0.0,35.43478,0.0,0.0,141447156.0,0.0,0.0,EXPE,69.52522,379.3814,2909806.0,2909810.0,63400600.0
EXPD,Expeditors,reports,Industrials,Air Freight & Logistics,"Seattle, Washington",2007-10-10,0000746515,1979,0.7761,11.07151,2.04745,0.0,1.16,2021-05-28 00:00:00.000,0.58,2021-06-15 00:00:00.000,0.95,0.0,52.29232,134.6268,5.03585,28.34027,28.20642,123.65,0.0,71.09,0.0,20619.27,167.8188,8.57622,7.46086,11.48207,10.08366,7.16913,22.39599,24.24417,0.463628,1.7818,0.0,19.26125,35.07479,30.80993,5.94323,43.62435,0.0,168885812.0,0.0,0.0,EXPD,0.0,0.0,1307992.0,1307990.0,23786140.0
EXR,Extra Space Storage,reports,Real Estate,Specialized REITs,"Salt Lake City, Utah",2016-01-19,0001289490,1977,0.19263,2.87698,0.0,0.0,4.0,2021-03-12 00:00:00.000,1.0,2021-03-31 00:00:00.000,2.74,0.0,31.99495,84.67667,4.39889,72.26528,71.81707,149.43,8.26639,85.88,181.3988,19501.62,130.8716,60.05205,44.6198,67.17801,54.24655,6.67235,23.08734,33.15155,1.036149,14.10486,0.0,6.89833,21.64412,7.54244,1.51829,4.00621,0.0,133728460.0,0.0,0.0,EXR,61.52497,181.3988,557899.0,557900.0,16971530.0
XOM,Exxon Mobil Corp.,reports,Energy,Integrated Oil & Gas,"Irving, Texas",1957-03-04,0000034088,1999,1.39965,0.0,0.80125,0.0,3.48,2021-05-12 00:00:00.000,0.87,2021-06-10 00:00:00.000,5.91,0.0,0.0,547.991,0.0,29.34564,31.09032,64.02,0.0,31.11,28.75444,249440.1,4228.183,4.85822,0.0,3.9182,0.0,1.58923,39.84666,0.0,0.0,1.37818,0.49606,0.0,0.0,0.0,25.82973,0.0,0.0,4233538917.0,0.0,0.0,XOM,27.84327,40.33916,26677874.0,26677870.0,605032490.0
FFIV,F5 Networks,reports,Information Technology,Communications Equipment,"Seattle, Washington",2010-12-20,0001048695,1996,1.05266,14.24413,1.00644,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,4.49444,80.75322,81.47536,216.15,63.41757,116.79,17.90052,10963.18,59.36136,6.70105,11.2827,8.29104,14.48489,5.50028,28.30054,40.91722,0.0,4.44218,0.98792,6.21537,13.9018,8.72752,3.30923,6.99907,0.0,59614886.0,0.0,0.0,FFIV,15.86777,18.86051,480227.0,480230.0,14024170.0
FB,"Facebook, Inc.",reports,Communication Services,Interactive Media & Services,"Menlo Park, California",2013-12-23,0001326801,2004,1.30414,23.70769,6.08021,0.0,0.0, ,0.0, ,0.0,0.0,67.96338,92.7955,11.67238,80.39433,80.54661,331.81,0.0,207.11,0.35464,896659.1,2379.385,36.28826,35.74153,43.4756,40.41949,6.72175,21.87667,27.09216,0.398629,9.49851,0.0,22.35222,28.23892,24.61803,0.0,28.68574,0.0,2405448410.0,0.0,0.0,FB,0.39274,0.39429,18507628.0,18507630.0,432612920.0
FAST,Fastenal Co,reports,Industrials,Building Products,"Winona, Minnesota",2008-09-15,0000815556,1967,1.24791,8.88581,3.95372,0.0,1.12,2021-04-23 00:00:00.000,0.28,2021-05-25 00:00:00.000,2.14,0.0,8.22054,3.72852,1.50551,45.40579,45.18632,54.3203,116.7917,38.5,13.09793,30078.25,572.4451,14.86239,15.21949,19.78123,20.19904,10.79506,29.1202,34.78555,4.231541,5.27939,1.97958,21.65287,31.85935,25.62542,4.34462,5.67385,0.0,574341239.0,0.0,0.0,FAST,12.68916,14.53332,2730633.0,2730630.0,75066870.0
FRT,Federal Realty Investment Trust,reports,Real Estate,Retail REITs,"Rockville, Maryland",2016-02-01,0000034903,1962,1.16297,6.05099,0.0,0.0,4.24,2021-06-21 00:00:00.000,1.06,2021-07-15 00:00:00.000,3.77,0.0,0.0,0.0,1.52026,63.94498,64.06219,118.5,1.97734,67.01,172.4313,8748.777,76.98071,22.79922,15.71418,37.95316,33.4999,3.70302,23.15367,74.00708,0.0,10.64201,0.0,1.67453,4.93709,1.83202,0.0,0.0,0.0,77755460.0,0.0,0.0,FRT,61.31023,172.4313,406734.0,406730.0,14958830.0
FDX,FedEx Corporation,reports,Industrials,Air Freight & Logistics,"Memphis, Tennessee",1980-12-31,0001048911,1971,1.255,5.63938,1.60032,0.0,2.6,2021-03-05 00:00:00.000,0.65,2021-04-01 00:00:00.000,0.84,0.0,1649.109,174.7328,11.29316,70.17201,70.71947,317.0,5.42781,114.92,103.7123,82149.91,245.0458,4.14691,3.84625,4.67225,5.75858,3.73731,12.12724,27.41482,0.016624,1.04315,1.55735,3.96448,14.81427,4.69918,4.60536,13.04223,0.0,265342075.0,0.0,0.0,FDX,51.60928,106.6512,1550746.0,1550750.0,46920980.0
FIS,Fidelity National Information Services,reports,Information Technology,Data Processing & Outsourced Services,"Jacksonville, Florida",2006-11-10,0001136893,1968,0.85508,22.54837,0.81237,0.0,1.56,2021-06-10 00:00:00.000,0.39,2021-06-25 00:00:00.000,1.04,0.0,0.0,0.0,0.0,34.28483,34.02111,156.725,4.91892,120.17,33.63599,93248.28,615.6239,0.0,0.0,3.07167,4.27626,1.92384,26.40099,0.0,0.0,7.34354,0.0,0.0,0.0,0.0,0.0,11.83724,0.0,620125558.0,0.0,0.0,FIS,28.54982,40.1135,2413062.0,2413060.0,65499510.0
FITB,Fifth Third Bancorp,reports,Financials,Regional Banks,"Cincinnati, Ohio",0000035527,1858,,1.58831,9.95432,0.0,0.0,1.08,2021-03-30 00:00:00.000,0.27,2021-04-15 00:00:00.000,2.58,0.0,19.21359,2289.786,2.71745,0.0,0.0,43.06,0.0,17.21,65.24895,29510.26,693.4002,36.05195,27.16082,45.87013,34.29806,1.45662,11.97657,15.42623,0.802881,3.86462,0.0,1.05738,9.65945,0.0,0.0,0.0,0.0,703966113.0,0.0,0.0,FITB,0.0,69.26754,4894106.0,4894110.0,136817930.0
FE,FirstEnergy Corp,reports,Utilities,Electric Utilities,"Akron, Ohio",0001031296,1997,,0.22771,0.0,0.68945,0.0,1.56,2021-05-06 00:00:00.000,0.39,2021-06-01 00:00:00.000,4.1,0.0,127.0795,1293.235,2.41876,68.29731,70.10656,44.1,1.65441,22.85,301.6848,20673.66,542.8222,12.28907,12.15879,20.50624,19.75571,2.80892,7.58666,15.71466,0.12366,1.91299,0.62392,3.04848,18.54099,3.37416,7.44974,0.0,0.0,543900432.0,0.0,0.0,FE,76.67417,328.7092,2734757.0,2734760.0,81559270.0
FRC,First Republic Bank,reports,Financials,Regional Banks,"San Francisco, California",2019-01-02,0001132979,1985,1.10651,11.56168,0.0,0.0,0.88,2021-04-28 00:00:00.000,0.22,2021-05-13 00:00:00.000,0.46,0.0,24.70069,49.52822,6.39838,0.0,0.0,191.755,0.0,96.39,13.71603,33440.14,174.9127,29.51025,28.51177,37.79592,36.01772,3.09618,26.03513,29.64344,1.200106,8.07794,0.0,0.84394,11.15288,0.0,3.10871,6.23364,0.0,175989510.0,0.0,0.0,FRC,0.0,13.71603,561334.0,561330.0,17458810.0
FISV,Fiserv Inc,reports,Information Technology,Data Processing & Outsourced Services,"Brookfield, Wisconsin",2001-04-02,0000798354,1984,0.89683,52.26667,1.03364,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,1.27845,49.21438,49.10365,127.34,3.33548,92.15,65.42338,76158.4,601.0182,8.04261,6.02507,12.6498,11.44359,2.39048,18.71674,89.34256,0.0,5.13266,0.0,1.21271,2.73181,1.53191,0.0,19.14244,0.0,666769382.0,0.0,0.0,FISV,39.23107,66.57248,4520505.0,4520510.0,95160560.0
FLT,FleetCor Technologies Inc,reports,Information Technology,Data Processing & Outsourced Services,"Norcross, Georgia",2018-06-20,0001175454,2000,1.45678,5.53405,0.99337,0.0,0.0, ,0.0, ,0.0,0.0,0.0,28.8475,8.61172,0.0,0.0,295.36,2.83967,214.88,93.49176,22648.58,81.24537,30.27145,31.73257,43.69947,44.39538,6.86942,22.70648,31.55351,0.0,9.69385,0.0,6.52131,24.33705,10.61899,0.0,0.0,0.0,83349560.0,0.0,0.0,FLT,57.42398,134.874,589153.0,589150.0,11213420.0
FMC,FMC Corporation,reports,Materials,Fertilizers & Agricultural Chemicals,"Philadelphia, Pennsylvania",2009-08-19,0000037785,1883,1.00509,10.40396,1.38076,0.0,1.92,2021-06-29 00:00:00.000,0.48,2021-07-15 00:00:00.000,1.64,0.0,2.26598,0.0,4.26488,42.85714,43.65804,123.66,8.25309,91.17,87.46261,15063.09,128.1305,16.00033,12.13026,21.80495,18.99645,5.00668,20.8428,27.40523,12.094206,3.28337,1.00956,5.39964,19.58832,7.55811,3.76671,0.0,0.0,128876577.0,0.0,0.0,FMC,54.32794,119.8498,589815.0,589820.0,18131460.0
F,Ford Motor Company,reports,Consumer Discretionary,Automobile Manufacturers,"Dearborn, Michigan",1957-03-04,0000037996,1903,1.14124,1.06698,1.20884,0.0,0.0, ,0.15,2020-03-02 00:00:00.000,0.0,0.0,230.1639,261.5132,0.98689,14.64889,7.93324,13.62,0.0,5.44,305.0757,52264.16,3841.001,9.00409,3.08325,6.80137,0.0,1.61916,4.21859,13.50708,0.058685,0.40499,1.07365,1.5159,12.52717,2.36823,0.76769,0.0,0.0,3920792383.0,0.0,0.0,F,81.79763,451.3184,77156477.0,77156480.0,1483107930.0
FTNT,Fortinet,reports,Information Technology,Systems Software,"Sunnyvale, California",2018-10-11,0001262039,2000,1.10517,3.63179,2.0116,0.0,0.0, ,0.0, ,0.0,0.0,37.76241,7.90942,2.95302,77.95298,78.05791,215.17,602.5,106.75,100.6321,34432.26,133.5222,15.09221,17.96029,17.11953,19.61907,35.10251,61.70656,71.39471,1.890629,12.63616,1.93201,11.53103,64.51783,19.32211,0.0,20.1826,0.0,163317652.0,0.0,0.0,FTNT,50.15754,100.6321,980972.0,980970.0,27218990.0
FTV,Fortive Corp,reports,Industrials,Industrial Machinery,"Everett, Washington",2016-07-01,0001659166,2016,1.13452,11.99795,1.13177,0.0,0.28,2021-05-27 00:00:00.000,0.07,2021-06-25 00:00:00.000,0.39,0.0,1686.556,275.7242,4.05566,56.5359,58.48185,82.12,7.13357,57.39,16.00067,24228.27,327.1608,8.87071,36.40104,11.8885,13.62408,2.68914,13.34156,17.64694,0.010463,5.7961,0.94323,9.75053,17.87694,11.44241,327.8683,0.0,0.0,338525535.0,0.0,0.0,FTV,22.16381,28.49928,2647845.0,2647850.0,47678620.0
FBHS,Fortune Brands Home & Security,reports,Industrials,Building Products,"Deerfield, Illinois",2016-06-22,0001519751,2011 (1969),1.65202,5.48381,1.95982,0.0,1.04,2021-05-27 00:00:00.000,0.26,2021-06-16 00:00:00.000,1.0,0.0,36.79622,63.20109,4.42637,36.36928,35.84833,114.005,11.96262,56.03,91.73848,14357.4,137.9637,10.03953,9.76527,14.02597,13.8544,4.90952,17.84858,23.40292,0.636014,2.22299,1.15915,9.15238,23.54679,11.12522,6.70603,10.60383,0.0,138427991.0,0.0,0.0,FBHS,47.84563,91.73848,785154.0,785150.0,18499890.0
FOXA,Fox Corporation (Class A),reports,Communication Services,Movies & Entertainment,"New York, New York",2013-07-01,0001754301,2019,0.0,0.0,2.91256,0.0,0.46,2021-03-09 00:00:00.000,0.23,2021-04-07 00:00:00.000,1.22,0.0,56.84895,650.2236,3.35983,41.36858,39.00458,44.8,14.81818,23.93,64.98511,21500.28,471.0404,18.10264,16.67605,24.79005,21.08225,1.97681,9.01857,11.18509,0.196751,1.72874,2.68308,9.61431,19.05166,10.9521,0.0,0.31457,0.0,326938206.0,0.0,0.0,FOXA,41.2794,71.74443,3185800.0,3185800.0,91569040.0
FOX,Fox Corporation (Class B),reports,Communication Services,Movies & Entertainment,"New York, New York",2015-09-18,0001754301,2019,0.0,0.0,2.91256,0.0,0.46,2021-03-09 00:00:00.000,0.23,2021-04-07 00:00:00.000,1.26,0.0,56.84895,650.2236,3.35983,41.36858,39.00458,42.14,14.81818,24.03,64.98511,21500.28,471.0404,18.10264,16.67605,24.79005,21.08225,1.97681,9.01857,11.18509,0.196751,1.72874,2.68308,9.61431,19.05166,10.9521,0.0,0.31457,0.0,253269403.0,0.0,0.0,FOX,41.2794,71.74443,1079399.0,3185800.0,91569040.0
BEN,Franklin Resources,reports,Financials,Asset Management & Custody Banks,"San Mateo, California",0000038777,1947,,1.23908,0.81093,0.0,0.0,1.12,2021-03-30 00:00:00.000,0.28,2021-04-15 00:00:00.000,3.34,0.0,10.13093,372.9164,2.14828,0.0,0.0,35.54,0.0,17.5,49.66204,16914.98,287.5138,23.37587,18.30088,21.97448,16.92294,1.60134,11.12608,15.61249,1.541072,2.45604,0.0,6.8995,10.31036,8.97766,4.08,24.66468,0.0,504322686.0,0.0,0.0,BEN,29.56659,49.66204,2878432.0,2878430.0,72785820.0
FCX,Freeport-McMoRan Inc.,reports,Materials,Copper,"Phoenix, Arizona",0000831259,1912,,2.14848,2.12223,2.35437,0.0,0.3,2021-04-14 00:00:00.000,0.05,2021-04-14 00:00:00.000,0.73,0.0,331.6388,242.0875,1.22208,33.89691,29.26154,46.1,10.56552,8.6,83.81868,59896.08,1457.141,19.69072,14.52308,31.58763,26.91077,5.47927,15.10239,33.44298,0.100842,3.68591,1.45543,5.62829,18.24526,7.95322,7.89766,21.1963,0.0,1465526823.0,0.0,0.0,FCX,33.38438,89.82601,32810456.0,32810460.0,540032650.0
